order,kind,output_filename,references,prompt_source,prompt_line,status
13,RESERVE,EP08_RSV02_CRT_DARK_ROOM.png,STYLE_MEDIA_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S1_S2.md,57,READY
14,MAIN,EP08_IMG009_ALIEN_BEDROOM_IMMOBILITY.png,STYLE_CINEMATIC_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,8,READY
15,MAIN,EP08_IMG010_GREY_FORM_AMBIGUOUS.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,13,READY
16,MAIN,EP08_IMG011_FLOATING_SENSATION_RECON.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,18,READY
17,MAIN,EP08_IMG012_TOUCH_WITHOUT_AGENT.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,23,READY
18,MAIN,EP08_IMG013_HARVARD_INTERVIEW_GENERIC.png,STYLE_CINEMATIC_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,28,READY
19,MAIN,EP08_IMG014_MEMORY_RECONSTRUCTION_LAYERS.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,33,READY
20,MAIN,EP08_IMG015_SUGGESTIVE_INTERVIEW_BASE.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,38,READY
21,MAIN,EP08_IMG016_LIE_VS_SPACESHIP_FALSE_CHOICE.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,43,READY
22,RESERVE,EP08_RSV03_BRIGHT_BLINDS.png,STYLE_CINEMATIC_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,52,READY
23,RESERVE,EP08_RSV04_INTERVIEW_TAPE_MACRO.png,STYLE_CINEMATIC_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S3_S4.md,57,READY
24,MAIN,EP08_IMG017_HAT_MAN_FOOT_OF_BED.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,8,READY
25,MAIN,EP08_IMG018_HAT_BRIM_MINIMAL.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,13,READY
26,MAIN,EP08_IMG019_HAT_MAN_AS_ROOM_GEOMETRY.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,18,READY
27,MAIN,EP08_IMG020_HAT_MAN_REPORT_VARIATIONS.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,23,READY
28,MAIN,EP08_IMG021_MULTIPLE_CAUSES_SAME_SILHOUETTE.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,28,READY
29,MAIN,EP08_IMG022_INTERNET_SUPPLIES_HAT.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,33,READY
30,MAIN,EP08_IMG023_PATTERN_OR_MEME_BASE.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,38,READY
31,MAIN,EP08_IMG024_SEARCH_AFTER_EXPERIENCE.png,STYLE_MEDIA_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,43,READY
32,RESERVE,EP08_RSV05_HAT_SHADOW_EMPTY_ROOM.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,52,READY
33,RESERVE,EP08_RSV06_BLANK_SKETCH_PAGE.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S5_S6.md,57,READY
34,MAIN,EP08_IMG025_DOCUMENTARY_SCREENING_RECON.png,STYLE_CINEMATIC_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,8,READY
35,MAIN,EP08_IMG026_FORUM_TO_IMAGE_TO_EXPECTATION.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,13,READY
36,MAIN,EP08_IMG027_GLOBAL_VISUAL_MEMORY.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,18,READY
37,MAIN,EP08_IMG028_HOURS_NOT_GENERATIONS.png,STYLE_MEDIA_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,23,READY
38,MAIN,EP08_IMG029_THREE_EPISODE_MOTIF_TABLE.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,28,READY
39,MAIN,EP08_IMG030_BRAIN_EXPERIENCE_STORY_EXPECTATION_BASE.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,33,READY
40,MAIN,EP08_IMG031_HAT_MAN_DISSOLVES_INTO_PIXELS.png,STYLE_CONCEPTUAL_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,38,READY
41,MAIN,EP08_IMG032_FINAL_EMPTY_BEDROOM_SCREEN_GLOW.png,STYLE_CINEMATIC_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,43,READY
42,RESERVE,EP08_RSV07_MULTIPLE_BLANK_FORUM_WINDOWS.png,STYLE_MEDIA_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,52,READY
43,RESERVE,EP08_RSV08_DAWN_MONITOR_OFF.png,STYLE_CINEMATIC_EP08.png,01_PROMPTS/NANOBANANA_PROMPTS_V4_S7_S8.md,57,READY
